,_unit_id,text,Compound,Sentiment,Airplane,Question Tag
8991,681460032,@USAirways I have two tight connections in #Charlotte and #Frankfurt,0.0,neutral,@usairways,
8992,681460033,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!",-0.126,neutral,@usairways,
8993,681460034,@USAirways thank you! I will be calling you! #CheapOairChat,0.4738,neutral,@usairways,
8994,681460035,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",-0.4199,neutral,@usairways,
8995,681460036,"@USAirways I forgot my password and I don't know if my username is correct, and i want to use my miles, what i have to do??",0.168,neutral,@usairways,question
8996,681460037,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany",0.296,neutral,@usairways,question
8997,681460038,@USAirways Yes. Confirmation number and all.,0.4588,neutral,@usairways,
8998,681460039,@USAirways did you know that suicide is the second leading cause of death among teens 10-24,-0.8555,negative,@usairways,
8999,681460040,"@USAirways getting sorted, thanks",0.4404,neutral,@usairways,
9000,681460041,@USAirways Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.,-0.4215,neutral,@usairways,
9001,681460042,@USAirways that is certainly not the impression she's under.,0.5106,positive,@usairways,
9002,681460043,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days.,-0.25,neutral,@usairways,
9003,681460044,@USAirways thank you!!,0.4738,neutral,@usairways,
9004,681460045,"@USAirways If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?",0.3182,neutral,@usairways,
9005,681460046,@USAirways Why can't I check in online for a flight tomorrow am?,0.0,neutral,@usairways,question
9006,681460047,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,0.3987,neutral,@usairways,
9007,681460048,"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough.",0.8591,positive,@usairways,
9008,681460049,@USAirways How do I get a receipt for a change fee when I originally booked with miles?,0.0,neutral,@usairways,
9009,681460050,"@USAirways: u didn't bother following up, we booked with @Delta.  @Delta understands cust srv: provided lunch 4 delays &amp; upgraded seats!",-0.4003,neutral,@usairways:,
9010,681460051,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.,0.0,neutral,@usairways,
9011,681460052,@USAirways any travel advisory coming for the Carolinas?  Bad weather!,-0.5848,negative,@usairways,question
9012,681460053,@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?,-0.2263,neutral,@usairways,
9013,681460054,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,-0.3578,neutral,@usairways,question
9014,681460055,@USAirways already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that,0.0,neutral,@usairways,
9015,681460056,@USAirways @AshleyKAtherton Over an hour on hold so far,0.0,neutral,@usairways,
9016,681460057,"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy",0.2168,neutral,@usairways,question
9017,681460058,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka,0.9059,positive,@usairways,
9018,681460059,@USAirways 59 minutes now. Nice customer service you got going on.,0.4215,neutral,@usairways,
9019,681460060,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.,0.0,neutral,@usairways,
9020,681460061,@USAirways where is your email address? Its not on this page: http://t.co/5cwH1yfOow,0.0,neutral,@usairways,
9021,681460062,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.,-0.5719,negative,@usairways,
9022,681460063,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status,0.7845,positive,@usairways,question
9023,681460064,"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",0.7351,positive,@usairways,
9024,681460065,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,0.5267,positive,@usairways,
9025,681460066,"@USAirways ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/0JJT4X3YxG",0.4926,neutral,@usairways,
9026,681460067,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,-0.811,negative,@usairways,question
9027,681460068,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.,-0.5994,negative,.@usairways,
9028,681460069,"@USAirways @AmericanAir I love you guys &amp; I'm gonna let you finish, but I've been on hold for 1 hour trying to book a flight w/ my voucher.",0.6369,positive,@usairways,
9029,681460070,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",0.4215,neutral,@usairways,
9030,681460071,@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.,0.0,neutral,@usairways,
9031,681460072,@USAirways  2 calls &amp; wasted 3 hrs on hold to change my coming divided awards weather reLate Flightd flight. Y'all disconnected me 2x. Please help.,0.5859,positive,@usairways,
9032,681460073,@USAirways I don't want your sympathy I want someone to make an effort to find my bag,0.4767,neutral,@usairways,
9033,681460074,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",0.0,neutral,@usairways,
9034,681460075,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A,0.0,neutral,@usairways,
9035,681460076,@USAirways thank you very much.,0.3612,neutral,@usairways,
9036,681460077,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",0.0,neutral,@usairways,
9037,681460078,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,-0.5962,negative,@usairways,
9038,681460079,@USAirways is there a phone number or email address to customer service?,0.0772,neutral,@usairways,
9039,681460080,"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",-0.5574,negative,@usairways,
9040,681460081,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United",0.4215,neutral,@usairways,
9041,681460082,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!,-0.4153,neutral,@usairways,
9042,681460083,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,0.5994,positive,.@usairways,
9043,681460084,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,-0.4939,neutral,@usairways,
9044,681460085,@USAirways thanks !!!,0.5826,positive,@usairways,
9045,681460086,@USAirways so I can make a reservation,0.0,neutral,@usairways,
9046,681460087,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account,0.0,neutral,@usairways,
9047,681460088,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",-0.4149,neutral,@usairways,question
9048,681460089,"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",0.5661,positive,@usairways,
9049,681460090,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,0.0772,neutral,@usairways,
9050,681460091,@USAirways trying to use chairman upgrade cert for flt 740 on 2/26/14 but being told not an option with 10 open seats? How? Thanks,0.504,positive,@usairways,question
9051,681460092,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,0.0,neutral,@usairways,
9052,681460093,@USAirways what's the charge for oversize? Not overweight,-0.3612,neutral,@usairways,question
9053,681460094,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name",-0.3818,neutral,@usairways,
9054,681460095,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it,0.5423,positive,@usairways,
9055,681460096,@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,-0.2942,neutral,@usairways,
9056,681460097,@usairways Ok thank you�_I call from Spain to US for seating assistance!,0.6114,positive,@usairways,
9057,681460098,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,0.0,neutral,@usairways,question
9058,681460099,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies,-0.4767,neutral,@usairways,question
9059,681460100,@USAirways how much is it to check golf clubs on a flight. They might be oversized,0.0,neutral,@usairways,
9060,681460101,@USAirways If I�۪m unable to use my departing flight can I still use the returning flight?,0.0,neutral,@usairways,
9061,681460102,@usairways Is it possible to Cancelled Flight my reservation online?,-0.25,neutral,@usairways,question
9062,681460103,"@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact, but you should anticipate.",0.0772,neutral,@usairways,
9063,681460104,"@USAirways Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP",0.4574,neutral,@usairways,
9064,681460105,"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.",-0.0516,neutral,@usairways,
9065,681460106,@USAirways I made it- thx.,0.3612,neutral,@usairways,
9066,681460107,@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?,0.2732,neutral,@usairways,
9067,681460108,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... _�",-0.6249,negative,@usairways,
9068,681460109,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,-0.5719,negative,@usairways,
9069,681460110,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.,0.5859,positive,@usairways,
9070,681460111,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002,-0.3182,neutral,@usairways,
9071,681460112,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,-0.1027,neutral,@usairways,
9072,681460113,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,0.6801,positive,@usairways,
9073,681460114,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,-0.7639,negative,@usairways,
9074,681460115,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive,0.0,neutral,@usairways,
9075,681460116,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly,0.69,positive,@usairways,
9076,681460117,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,0.3612,neutral,@usairways,
9077,681460118,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful.",0.1027,neutral,@usairways,
9078,681460119,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,0.0,neutral,@usairways,
9079,681460120,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,0.3802,neutral,@usairways,
9080,681460121,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,0.1984,neutral,@usairways,
9081,681460122,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.,0.296,neutral,@usairways,
9082,681460123,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",-0.7579,negative,@usairways,question
9083,681460124,@USAirways see you on board tomorrow,0.0,neutral,@usairways,
9084,681460125,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",0.1027,neutral,@usairways,
9085,681460126,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full,0.0,neutral,@usairways,
9086,681460127,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,-0.6562,negative,@usairways,
9087,681460128,@USAirways i understand that but i should still be able to view my reservation online....,0.0,neutral,@usairways,
9088,681460129,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,-0.5106,negative,@usairways,
9089,681460130,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",-0.1531,neutral,@usairways,
9090,681460131,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather�_.call back Late Flightr""  #outofbusiness ?",0.296,neutral,@usairways,
9091,681460132,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.,0.7964,positive,@usairways,
9092,681460134,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,-0.8217,negative,@usairways,
9093,681460135,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,-0.0772,neutral,@usairways,
9094,681460136,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,-0.7003,negative,@usairways,
9095,681460138,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,0.2023,neutral,@usairways,
9096,681460140,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,-0.4019,neutral,@usairways,
9097,681460141,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,-0.5661,negative,@usairways,
9098,681460143,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,-0.2263,neutral,@usairways,
9099,681460145,@USAirways been trying for weeks no use,0.0,neutral,@usairways,
9100,681460147,@USAirways should give me free baggage for this mess,0.2023,neutral,@usairways,
9101,681460148,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.",-0.25,neutral,@usairways,
9102,681460150,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,0.4173,neutral,@usairways,
9103,681460151,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _٪�,0.0,neutral,@usairways,question
9104,681460153,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,-0.3939,neutral,@usairways,
9105,681460155,"@USAirways Waiting on my flight right now, thanks!!",0.5399,positive,@usairways,
9106,681460156,@USAirways How do I add my TSA Pre number to an existing reservation?,0.0772,neutral,@usairways,question
9107,681460158,@USAirways can i please have someone call me 781 879 4505,0.3182,neutral,@usairways,
9108,681460159,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.,0.6369,positive,@usairways,
9109,681460161,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,-0.5093,negative,@usairways.,
9110,681460163,@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,-0.1027,neutral,@usairways,
9111,681460164,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,0.34,neutral,@usairways,
9112,681460166,@USAirways can you DM please in regards to update on lost bag please.,0.3182,neutral,@usairways,
9113,681460168,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,-0.3182,neutral,@usairways,
9114,681460169,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,-0.7184,negative,@usairways,
9115,681460171,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,0.8741,positive,@usairways,
9116,681460173,@USAirways why aren't you updating flight status/delays?,0.0,neutral,@usairways,
9117,681460174,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,-0.2263,neutral,@usairways,
9118,681460176,"@USAirways nope, they just announced we're headed back to the gate.",0.0,neutral,@usairways,
9119,681460178,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu,0.6705,positive,@usairways,
9120,681460180,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,-0.7906,negative,@usairways,
9121,681460182,@USAirways 5203 and we're just sitting 20 feet from an open gate,0.0,neutral,@usairways,
9122,681460183,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,-0.7845,negative,@usairways,
9123,681460185,@USAirways what's wrong with the plane? Flt 581,-0.4767,neutral,@usairways,question
9124,681460186,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. _�ԍ",-0.7783,negative,@usairways,
9125,681460188,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,0.0,neutral,@usairways,
9126,681460190,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,0.0,neutral,@usairways,
9127,681460191,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",-0.5242,negative,@usairways,
9128,681460193,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",-0.4215,neutral,@usairways,question
9129,681460195,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,-0.1027,neutral,@usairways,
9130,681460196,@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,0.0,neutral,@usairways,
9131,681460199,@USAirways I've been on hold for 41min. Just trying to change my reservation.,0.0,neutral,@usairways,
9132,681460200,@USAirways I am a UK citizen. Is there a UK number I could try?,0.0772,neutral,@usairways,
9133,681460202,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,0.0,neutral,@usairways,
9134,681460204,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,-0.4767,neutral,@usairways,
9135,681460205,@USAirways nope not yet...,0.0,neutral,@usairways,
9136,681460207,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,0.5932,positive,@usairways,
9137,681460208,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",-0.6908,negative,@usairways,question
9138,681460209,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,0.3612,neutral,@usairways,
9139,681460210,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.,0.2263,neutral,@usairways,
9140,681460212,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,0.1027,neutral,@usairways,
9141,681460214,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,0.8834,positive,@usairways,
9142,681460217,@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,0.5707,positive,@usairways,
9143,681460218,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,0.8442,positive,@usairways,
9144,681460220,@USAirways it doesn't take 6 days to respond to an already open case!,0.0,neutral,@usairways,
9145,681460221,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",0.9381,positive,@usairways,
9146,681460223,@USAirways are people going to answer our calls?,0.0,neutral,@usairways,
9147,681460224,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,0.0,neutral,@usairways,
9148,681460226,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,0.0,neutral,@usairways,
9149,681460228,@USAirways Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out,0.7003,positive,@usairways,
9150,681460230,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,-0.2942,neutral,@usairways,
9151,681460232,@USAirways yes but again valuable time has been lost,0.5423,positive,@usairways,
9152,681460233,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.,-0.6808,negative,@usairways,
9153,681460234,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,0.6369,positive,@usairways,
9154,681460236,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,-0.5106,negative,@usairways,
9155,681460238,@USAirways can't get back lost time,0.2411,neutral,@usairways,
9156,681460239,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired,-0.5574,negative,@usairways,
9157,681460241,@USAirways - thanks however I feel like the system has failed me -- what is the solution?,0.5267,positive,@usairways,question
9158,681460243,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,0.0,neutral,@usairways,
9159,681460244,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,0.9131,positive,@usairways,
9160,681460246,"@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1",0.7269,positive,@usairways,
9161,681460249,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,0.0772,neutral,@usairways,
9162,681460250,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",-0.7506,negative,@usairways,
9163,681460252,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",-0.3182,neutral,@usairways,
9164,681460254,@USAirways  I've never been treated this badly,0.3724,neutral,@usairways,
9165,681460256,@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.,0.5067,positive,@usairways,
9166,681460257,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.,0.3612,neutral,@usairways,
9167,681460259,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,0.3612,neutral,@usairways,
9168,681460261,@USAirways  My tweet gets me a response to email dmsc@usairways.com,0.0,neutral,@usairways,
9169,681460262,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,0.0258,neutral,@usairways,
9170,681460265,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,0.1027,neutral,@usairways,
9171,681460267,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",-0.1027,neutral,@usairways,
9172,681460268,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,0.4199,neutral,@usairways,
9173,681460270,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles",0.7506,positive,@usairways,
9174,681460272,@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card,0.5859,positive,@usairways,
9175,681460273,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",0.0,neutral,@usairways,
9176,681460275,@usairways - It's all automated and no one cares to understand the problem I'm having,0.0772,neutral,@usairways,
9177,681460277,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),-0.4939,neutral,@usairways,
9178,681460278,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo",0.3716,neutral,@usairways,
9179,681460280,"@USAirways charged my card 11 times for one airline ticket, now card is on security hold",0.1531,neutral,@usairways,
9180,681460283,@USAirways not yet. But we will see shortly.,0.0,neutral,@usairways,
9181,681460284,@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,0.3612,neutral,@usairways,
9182,681460286,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,-0.2942,neutral,@usairways,
9183,681460288,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help.",0.4767,neutral,@usairways,
9184,681460290,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,0.4588,neutral,@usairways,
9185,681460292,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,-0.5191,negative,@usairways,question
9186,681460293,@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,0.7568,positive,@usairways,
9187,681460295,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses,0.0,neutral,@usairways,
9188,681460297,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",-0.3182,neutral,@usairways,
9189,681460299,"BY THE GRACE OF GOD, I MADE IT! �@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.�۝",0.7959,positive,grace,
9190,681460300,@USAirways Everyone is sorry.  Don't have what I need for meeting tomorrow.  140 charac. isn't nearly enough to highlight your shortcomings,0.2732,neutral,@usairways,
9191,681460302,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,-0.7777,negative,@usairways,
9192,681460304,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",0.2023,neutral,@usairways,question
9193,681460305,@USAirways thank u i wiil write after call  travel agency,0.3612,neutral,@usairways,
9194,681460307,@USAirways terrible service,-0.4767,neutral,@usairways,
9195,681460308,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",-0.7579,negative,@usairways,
9196,681460310,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,-0.3365,neutral,@usairways,
9197,681460312,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",0.0,neutral,@usairways,
9198,681460314,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,-0.6124,negative,@usairways,
9199,681460315,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",-0.6945,negative,@usairways,
9200,681460318,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",0.5267,positive,@usairways,
9201,681460319,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?",-0.1531,neutral,@usairways,question
9202,681460321,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,-0.4168,neutral,@usairways,
9203,681460323,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,-0.4019,neutral,@usairways,
9204,681460324,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What�۪s up?",-0.3736,neutral,@usairways,question
9205,681460326,@USAirways thank you.,0.3612,neutral,@usairways,
9206,681460328,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",0.0,neutral,@usairways,
9207,681460329,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,-0.25,neutral,@usairways,
9208,681460331,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,-0.6249,negative,@usairways,
9209,681460333,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,-0.6124,negative,@usairways,
9210,681460336,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,-0.2924,neutral,@usairways,
9211,681460337,@USAirways ... I f@$%ing hate you.,-0.5719,negative,@usairways,
9212,681460339,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,0.3818,neutral,@usairways,
